Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_TNR_R.TSPT_Suppo90,Chrome 120.0.0.0,,,03-01-2024 15:29:24,03-01-2024 15:32:31,"3m - 6,718s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Visiteur,Chrome 120.0.0.0,,,03-01-2024 15:29:25,03-01-2024 15:32:31,"3m - 5,831s",ERROR
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 120.0.0.0,,,03-01-2024 15:29:27,03-01-2024 15:29:28,"0,792s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 120.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,03-01-2024 15:29:28,03-01-2024 15:30:11,"42,662s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 120.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,03-01-2024 15:30:11,03-01-2024 15:31:00,"49,437s",PASSED
if (StopTestCase == false),Chrome 120.0.0.0,,,03-01-2024 15:31:00,03-01-2024 15:31:00,"0,004s",PASSED
"if (TraitemantAgent == ""Oui"")",Chrome 120.0.0.0,,,03-01-2024 15:31:00,03-01-2024 15:32:27,"1m - 26,658s",ERROR
Video,Chrome 120.0.0.0,,,03-01-2024 15:32:31,03-01-2024 15:32:31,"0,001s",PASSED
