Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_TNR_R.TSPT_Suppo90,,,,2023-11-22 20:24:48,2023-11-22 20:24:51,"2,379s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:49,2023-11-22 20:24:49,"0,041s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:49,2023-11-22 20:24:49,"0,008s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:49,2023-11-22 20:24:49,"0,008s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:49,2023-11-22 20:24:49,"0,005s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:50,2023-11-22 20:24:50,"0,006s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:50,2023-11-22 20:24:50,"0,009s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:50,2023-11-22 20:24:50,"0,008s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:50,2023-11-22 20:24:50,"0,005s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:50,2023-11-22 20:24:50,"0,005s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:50,2023-11-22 20:24:50,"0,005s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:50,2023-11-22 20:24:50,"0,004s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:50,2023-11-22 20:24:50,"0,005s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:51,2023-11-22 20:24:51,"0,004s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:24:51,2023-11-22 20:24:51,"0,006s",ERROR
