Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_TNR_R.TSPT_Suppo90,Chrome 119.0.0.0,,,2023-11-22 15:57:30,2023-11-22 16:54:53,"57m - 22,511s",FAILED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-11-22 15:57:31,2023-11-22 15:58:53,"1m - 21,511s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-11-22 15:57:33,2023-11-22 15:57:34,"0,462s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-11-22 15:57:34,2023-11-22 15:58:07,"33,331s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-11-22 15:58:07,2023-11-22 15:58:50,"43,239s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-11-22 15:58:50,2023-11-22 15:58:50,"0,000s",PASSED
Video,Chrome 119.0.0.0,,,2023-11-22 15:58:53,2023-11-22 15:58:53,"0,001s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-11-22 15:58:53,2023-11-22 16:06:37,"7m - 44,173s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-11-22 15:58:53,2023-11-22 15:58:53,"0,007s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-11-22 15:58:53,2023-11-22 15:59:16,"22,771s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-11-22 15:59:16,2023-11-22 16:01:57,"2m - 41,309s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-11-22 16:01:57,2023-11-22 16:06:34,"4m - 37,459s",PASSED
Video,Chrome 119.0.0.0,,,2023-11-22 16:06:37,2023-11-22 16:06:37,"0,000s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-11-22 16:06:37,2023-11-22 16:14:12,"7m - 35,277s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-11-22 16:06:37,2023-11-22 16:06:37,"0,005s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-11-22 16:06:37,2023-11-22 16:07:00,"22,429s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-11-22 16:07:00,2023-11-22 16:09:35,"2m - 35,475s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-11-22 16:09:35,2023-11-22 16:14:10,"4m - 34,436s",PASSED
Video,Chrome 119.0.0.0,,,2023-11-22 16:14:12,2023-11-22 16:14:12,"0,001s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-11-22 16:14:13,2023-11-22 16:20:29,"6m - 16,534s",FAILED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-11-22 16:14:13,2023-11-22 16:14:13,"0,006s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-11-22 16:14:13,2023-11-22 16:14:36,"23,113s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Creer Votre Compte""), [""NumEtrangerVisa"":NumEtrangerVisa, ""DateDebut"":DateDebut, ""DateFin"":DateFin, ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour Créer un Compte Usager,,2023-11-22 16:14:36,2023-11-22 16:17:12,"2m - 35,814s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-11-22 16:17:12,2023-11-22 16:20:26,"3m - 13,947s",FAILED
Video,Chrome 119.0.0.0,,,2023-11-22 16:20:29,2023-11-22 16:20:29,"0,001s",PASSED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-11-22 16:20:29,2023-11-22 16:28:22,"7m - 52,557s",PASSED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-11-22 16:20:29,2023-11-22 16:20:29,"0,004s",PASSED
