Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_TNR_R.TSPT_Suppo90,Chrome 119.0.0.0,,,2023-11-23 22:14:47,2023-11-23 22:18:57,"4m - 10,413s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-11-23 22:14:47,2023-11-23 22:18:57,"4m - 9,827s",ERROR
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-11-23 22:14:48,2023-11-23 22:14:49,"0,259s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-11-23 22:14:49,2023-11-23 22:15:33,"44,224s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-11-23 22:15:33,2023-11-23 22:18:53,"3m - 20,361s",ERROR
Video,Chrome 119.0.0.0,,,2023-11-23 22:18:57,2023-11-23 22:18:57,"0,000s",PASSED
