Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_TNR_R.TSPT_Suppo90,,,,2023-11-22 20:20:48,2023-11-22 20:20:49,"0,978s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:20:49,2023-11-22 20:20:49,"0,045s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:20:49,2023-11-22 20:20:49,"0,009s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:20:49,2023-11-22 20:20:49,"0,006s",ERROR
