Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_TNR_R.TSPT_Suppo90,Chrome 119.0.0.0,,,2023-11-24 13:51:58,2023-11-24 13:55:20,"3m - 22,629s",FAILED
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,Chrome 119.0.0.0,,,2023-11-24 13:51:59,2023-11-24 13:55:20,"3m - 21,649s",FAILED
com.kazurayam.ksbackyard.HighlightElement.pandemic(),Chrome 119.0.0.0,,,2023-11-24 13:52:01,2023-11-24 13:52:02,"0,674s",PASSED
"callTestCase(findTestCase(""Test Reutilisable/Main/Lancer URL ANEF""), [""Profiles"":""Usager"", ""EnvExec"":EnvExec], STOP_ON_FAILURE)",Chrome 119.0.0.0,Appel Brique Réutilisable pour lancer URl ANEF pour Usager ou Agent,,2023-11-24 13:52:02,2023-11-24 13:52:58,"56,141s",PASSED
if (StopTestCase == false),Chrome 119.0.0.0,,,2023-11-24 13:52:58,2023-11-24 13:55:16,"2m - 18,138s",FAILED
Video,Chrome 119.0.0.0,,,2023-11-24 13:55:20,2023-11-24 13:55:20,"0,000s",PASSED
