Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_TNR_R.TSPT_Suppo90,,,,2023-11-22 20:22:13,2023-11-22 20:22:14,"0,915s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:22:13,2023-11-22 20:22:13,"0,039s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:22:14,2023-11-22 20:22:14,"0,008s",ERROR
,,,,,,,
Test Cases/Cas D Utilisations/Usager Etudiant/TNR R.TSPT Supp90-Etudiant,,,,2023-11-22 20:22:14,2023-11-22 20:22:14,"0,007s",ERROR
